year_month;cloud_provider;account_id;environment;total_list_cost;total_net_cost;total_on_demand_cost;total_amortized_cost;total_forecast_monthly_cost;total_budget_amount;avg_budget_utilization_pct;avg_cost_variance_7d_pct;avg_cost_variance_30d_pct;anomaly_count;row_count
2023-12;AWS;acct-007;dev;1.056.143;809.524;598.391;737.202;4.137.383;186159.03;0.002231818181818182;0.0948590909090909;0.13209545454545454;0;22
2023-12;AWS;acct-007;prod;14.399.415;11.353.615;4.985.495;9.982.055;54.809.407;4630871.11;0.0011855555555555556;0.09486888888888889;0.03286666666666666;0;90
2023-12;AWS;acct-007;staging;2.743.579;2.162.952;1.173.774;1.935.501;7.190.966;595592.67;0.0012210526315789474;0.06266315789473685;0.11758157894736841;0;38
2023-12;AWS;acct-008;dev;809.372;649.711;491.928;590.749;296.853;132870.66;0.0021529411764705884;0.005029411764705882;-0.022741176470588237;0;17
2023-12;AWS;acct-008;prod;14.002.404;1.092.442;3.478.084;9.251.857;44.339.395;4125277.2;0.0011085365853658537;0.04941585365853659;0.001070731707317073;0;82
2023-12;AWS;acct-008;staging;3.077.352;241.942;1.436.303;2.136.747;8.317.086;530455.28;0.001588235294117647;0.07137058823529412;0.021835294117647057;0;34
2023-12;AWS;acct-009;dev;110.254;876.151;682.772;827.667;5.547.084;205707.35;0.0026;0.044172;0.081612;0;25
2023-12;AWS;acct-009;prod;17.410.195;13.389.073;4.840.722;11.517.883;41.905.393;5001719.87;0.0008195876288659793;0.051922680412371136;0.034434020618556695;0;97
2023-12;AWS;acct-009;staging;3.934.289;3.084.374;1.737.037;2.794.513;14.864.915;622648.72;0.0023775;0.04915;0.06885;0;40
2023-12;AWS;acct-010;dev;1.366.745;1.059.033;829.769;1.003.661;2.749.243;267783.07;0.0010406249999999999;0.08070625000000001;0.143065625;0;32
2023-12;AWS;acct-010;prod;10.855.217;8.479.122;2.898.691;7.262.853;28.870.965;3949086.45;0.0007342105263157895;0.023768421052631578;0.028196052631578948;0;76
2023-12;AWS;acct-010;staging;4.767.371;3.754.863;223.327;3.386.473;17.631.955;877816.47;0.002068421052631579;0.043249122807017544;0.0034578947368421042;0;57
2023-12;Azure;acct-001;dev;1.072.151;800.625;619.229;731.475;2.240.049;175205.66;0.0012761904761904763;0.03837142857142857;0.10906190476190475;0;21
2023-12;Azure;acct-001;prod;12.936.612;999.773;354.162;8.653.987;40.510.689;4617866.06;0.0008822222222222222;0.07605555555555556;0.017916666666666668;0;90
2023-12;Azure;acct-001;staging;2.459.942;1.789.344;1.065.636;1.592.341;6.842.817;521875.45;0.001297142857142857;0.01211142857142857;0.10032;0;35
2023-12;Azure;acct-002;dev;742.561;566.455;42.297;530.919;2.797.444;164730.19;0.0017849999999999997;0.021775000000000003;0.029059999999999996;0;20
2023-12;Azure;acct-002;prod;1.369.688;10.763.884;3.149.689;9.162.441;41.225.488.000.000.000;4331596.6;0.0009258823529411763;0.07886;0.09850705882352942;0;85
2023-12;Azure;acct-002;staging;1.520.112;1.160.117;632.891;1.035.431;3.676.322;364585.71;0.0009833333333333332;0.008779166666666668;0.09942916666666668;0;24
2023-12;Azure;acct-003;dev;944.517;725.902;516.638;66.311;2.177.168;152122.21;0.0014578947368421053;0.05234210526315789;0.04184736842105263;0;19
2023-12;Azure;acct-003;prod;16.126.928;12.650.347;4.358.425;10.878.114;53.043.889;5253793.58;0.001050485436893204;0.049290291262135924;0.02980873786407767;0;103
2023-12;Azure;acct-003;staging;3.005.826;2.339.635;1.240.103;2.044.452;8.060.947;599257.51;0.001341025641025641;0.08014102564102564;0.050028205128205126;0;39
2023-12;Azure;acct-004;dev;865.275;661.785;504.061;629.267;1.167.824;157174.98;0.0007473684210526317;0.009847368421052629;0.08487894736842105;0;19
2023-12;Azure;acct-004;prod;11.939.355;8.878.758;311.19;7.631.849;33.607.643;4511164.63;0.0007238636363636364;0.05733522727272727;-0.002135227272727273;0;88
2023-12;Azure;acct-004;staging;3.584.959;2.817.161;1.598.133;2.515.743;12.249.252.999.999.900;859943.75;0.0014375;0.05248928571428572;0.06188928571428571;0;56
2023-12;Azure;acct-005;dev;484.848;36.022.800.000.000.000;247.789;33.656;905.086;9.771.768.000.000.000;0.0009000000000000001;0.004241666666666666;0.04576666666666666;0;12
2023-12;Azure;acct-005;prod;12.361.841;9.836.367;3.040.705;8.388.802.000.000.000;45.732.119;4217163.44;0.0010951807228915661;0.03973614457831326;0.05185421686746988;0;83
2023-12;Azure;acct-005;staging;32.281.759.999.999.900;25.107.500.000.000.000;1.517.086;2.292.323;9.390.783;646933.7;0.001430952380952381;0.08773571428571428;0.12394999999999999;0;42
2023-12;Azure;acct-006;dev;1.628.118;1.281.824;948.162;1.155.484;3.209.339;233958.47;0.0013535714285714286;0.06426071428571428;0.05833571428571429;0;28
2023-12;Azure;acct-006;prod;11.840.387;9.359.288;4.067.095;8.205.212;37.960.061;4596033.89;0.0008325842696629214;0.04958876404494382;0.028612359550561798;0;89
2023-12;Azure;acct-006;staging;2.242.785;174.097;1.087.278;1.530.091;3.929.997;527485.62;0.0007606060606060606;0.03720909090909091;0.051736363636363636;0;33
2023-12;Azure;acct-007;dev;1.004.674;793.822;570.938;695.245;2.599.662;15.842.641.999.999.900;0.0016526315789473682;0.02739473684210526;0.13310526315789473;0;19
2023-12;Azure;acct-007;prod;13.480.829;1.034.375;3.899.312;8.907.189;47.726.791;4472969.66;0.0010965116279069767;0.08829767441860464;0.04045;0;86
2023-12;Azure;acct-007;staging;3.311.115;2.631.024;1.486.185;2.322.874;11.254.382;589579.65;0.0019263157894736842;0.025928947368421055;0.07024473684210526;0;38
2023-12;Azure;acct-008;dev;11.588.159.999.999.900;921.436;721.903;830.636;3.459.783;193843.09;0.0017652173913043478;0.026969565217391307;-0.00974782608695652;0;23
2023-12;Azure;acct-008;prod;13.804.263;10.763.626;4.332.814;9.350.139;47.244.176;5042382.01;0.0009350515463917526;0.049387628865979374;0.07095463917525774;0;97
2023-12;Azure;acct-008;staging;314.306;23.355.610.000.000.000;1.354.494;2.049.539;6.810.641;668614.96;0.0010372093023255813;0.043802325581395345;0.03828837209302326;0;43
2023-12;Azure;acct-009;dev;10.382.130.000.000.000;788.237;55.431;718.339;224.798;192027.37;0.0011956521739130434;0.03330869565217391;0.06391304347826088;0;23
2023-12;Azure;acct-009;prod;12.556.551;9.888.799;3.537.572;8.544.638;36.589.826;4381301.02;0.0008211764705882353;0.05445176470588235;0.07082117647058823;0;85
2023-12;Azure;acct-009;staging;2.907.967;2.257.482;1.410.672;1.965.184;13.809.452;5.938.098.200.000.000;0.002287179487179487;0.00427948717948718;-0.03017948717948718;0;39
2023-12;Azure;acct-010;dev;1.336.432;1.014.554;77.286;935.428;2.151.327;228069.38;0.0009392857142857143;0.09568214285714285;0.07952857142857142;0;28
2023-12;Azure;acct-010;prod;13.197.533;9.988.909;3.862.026;8.755.398;46.892.139;4731980.84;0.0010065217391304348;0.052915217391304344;0.06932608695652175;0;92
2023-12;Azure;acct-010;staging;2.593.448;1.955.754;119.381;1.784.146;6.170.637;634699.97;0.0009857142857142857;0.05761190476190475;-0.00935714285714286;0;42
2023-12;GCP;acct-001;dev;1.058.227;826.665;61.803.000.000.000.000;762.776;2.177.024;165780.71;0.0013700000000000001;-0.0103;0.073065;0;20
2023-12;GCP;acct-001;prod;12.826.767;1004.37;314.295;8.476.865;31.590.056;4719179.15;0.0006904255319148936;0.033680851063829786;0.04909787234042553;0;94
2023-12;GCP;acct-001;staging;3.607.372;278.407;1.630.135;25.158.169.999.999.900;13.142.107;788504.06;0.001715686274509804;0.05369607843137255;0.007819607843137255;0;51
2023-12;GCP;acct-002;dev;1.157.231;90.955;655.724;837.364;2.677.436;265187.75;0.001;-0.018842424242424244;0.017548484848484848;0;33
2023-12;GCP;acct-002;prod;13.650.707;10.678.576;3.570.928;9.141.379;57.210.084;4995352.72;0.0011448979591836734;0.05542040816326531;0.05326224489795918;0;98
2023-12;GCP;acct-002;staging;3.681.521;2.838.601;1.477.434;2.484.851;12.169.357;713291.92;0.0017326086956521737;0.059521739130434785;0.04497608695652174;0;46
2023-12;GCP;acct-003;dev;11.545.750.000.000.000;83.11;641.147;763.539;3.222.455;208889.42;0.001652;-0.038967999999999996;-0.0061800000000000015;0;25
2023-12;GCP;acct-003;prod;1.240.657;9.666.936;3.490.861;8.362.345;38.851.357;4378788.15;0.0009095238095238095;0.07744285714285715;0.06589404761904762;0;84
2023-12;GCP;acct-003;staging;268.049;2.087.666;1.073.536;1.815.811;8.410.446.999.999.990;574986.23;0.0014815789473684212;0.03881315789473684;0.009176315789473682;0;38
2023-12;GCP;acct-004;dev;69.405;509.582;38.542.699.999.999.900;470.637;1.604.448;138478.04;0.001164705882352941;0.11097058823529413;0.034129411764705894;0;17
2023-12;GCP;acct-004;prod;12.901.539;10.099.513;3.279.595;8.646.495;45.569.243;5055037.01;0.000903;0.059435;0.050787000000000006;0;100
2023-12;GCP;acct-004;staging;2.516.695;199.991;1.021.724;1.780.161;6.184.483;576541.19;0.0010842105263157895;0.0638157894736842;0.14730000000000001;0;38
2023-12;GCP;acct-005;dev;1.395.014;1.089.454;793.815;1.002.077;3.274.475;232346.99;0.0014517241379310344;0.05598275862068965;0.017886206896551723;0;29
2023-12;GCP;acct-005;prod;14.697.697;11.541.271;4.868.803;10.149.128;38.555.175;5509018.94;0.0006953703703703704;0.019705555555555556;0.09218425925925926;0;108
2023-12;GCP;acct-005;staging;3.324.818;2.548.716;1.366.455;2.248.776;9.972.588.000.000.000;702916.93;0.0013733333333333334;0.04315555555555555;0.05612444444444444;0;45
2023-12;GCP;acct-006;dev;950.583;707.063;528.667;659.818;4.187.425;192419.12;0.0023875000000000003;0.044429166666666665;-0.01675;0;24
2023-12;GCP;acct-006;prod;14.436.459;1.106.066;3.624.798;9.442.097;53.532.681;5063625.95;0.0010948979591836733;0.08384183673469388;0.0769826530612245;0;98
2023-12;GCP;acct-006;staging;2.136.472;1.664.658;959.066;1.479.391;8.192.482;542592.12;0.0014114285714285715;0.014225714285714283;0.015162857142857145;0;35
2023-12;GCP;acct-007;dev;922.007;70.523;537.649;667.982;18.697.820.000.000.000;184394.51;0.001019047619047619;0.014690476190476195;0.12006666666666665;0;21
2023-12;GCP;acct-007;prod;15.309.802;11.942.415;4.564.952;10.390.169;40.269.575;5481136.76;0.0007443396226415094;0.04113490566037736;0.04446698113207547;0;106
2023-12;GCP;acct-007;staging;3.548.775;2.791.945;1.512.592;2.455.538;13.089.955;687584.94;0.001986666666666667;0.02883555555555556;0.046462222222222224;0;45
2023-12;GCP;acct-008;dev;809.325;60.519.800.000.000.000;447.535;55.302;1.977.207;161430.23;0.001245;0.128605;0.12507;0;20
2023-12;GCP;acct-008;prod;16.546.061;12.751.033;4.641.401;11.033.297;48.666.422;5658629.01;0.0008568807339449542;0.051172477064220186;0.010641284403669724;0;109
2023-12;GCP;acct-008;staging;2.821.559;221.505;1.334.544;2.004.116;981.247;626518.79;0.001555;0.0615825;0.0763525;0;40
2023-12;GCP;acct-009;dev;11.996.170.000.000.000;967.604;704.905;879.858;26.165.319.999.999.900;221656.11;0.0011481481481481481;0.01509259259259259;0.12694444444444444;0;27
2023-12;GCP;acct-009;prod;12.388.587;9.399.247;332.427;8.094.811;3.847.025;4349290.07;0.0008752941176470587;0.06994470588235294;0.08104;0;85
2023-12;GCP;acct-009;staging;3.098.276;24.053.390.000.000.000;1.390.804;2.120.879;7.267.907;675855.33;0.0010818181818181818;0.039159090909090914;0.027429545454545453;0;44
2023-12;GCP;acct-010;dev;823.531;681.782;530.814;652.963;3.874.285;133609.16;0.0029625;0.09531875;0.11640625;0;16
2023-12;GCP;acct-010;prod;12.434.761;9.622.989;318.956;8.252.273;41.511.073;4619099.45;0.0008769230769230769;0.015595604395604395;0.06611648351648353;0;91
2023-12;GCP;acct-010;staging;2.109.101;1.661.977;893.519;1.435.154;5.365.577;483214.8;0.0011387096774193547;-0.011309677419354836;0.010109677419354837;0;31
